,0,1,2,3,4,5,6,7,8,9,10,11
71,72,03PJ200800000395,Punjab,2008-09,Jalandhar,Chacha Cold Storage,"Mand, Kapurthala Road",0.0,9.27,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01868.00MT
72,73,03PJ200800000405,Punjab,2008-09,Fatehgarh Sahib,Ghunder Cold Storage,"Shahpur, Amloh",0.0,10.14,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02029.00MT
73,74,03PJ200800000406,Punjab,2008-09,Jalandhar,Giani fruits and Vegetables Cold Warehouse,Khambra,0.0,24.32,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04934.00MT
74,75,03PJ200800000407,Punjab,2008-09,Hoshiarpur,Gill Cold Store,"Maruli Brahmana, Bassi Daulat Khan",0.0,10.13,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01013.00MT
75,76,03PJ200800000414,Punjab,2008-09,Kapurthala,Guru Teg Bahadur Cold Storage,"Madhopur, jallowal",0.0,3.85,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE0374.00MT
76,77,03PJ200800000417,Punjab,2008-09,Jalandhar,Hundal Cold Storage,"Wariana, Nagra",0.0,22.8,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04548.00MT
77,78,03PJ200800000423,Punjab,2008-09,Jalandhar,Joshan farm & Cold Storage,"Toti, Sherpur Dona, Sultanpur",0.0,26.68,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05777.00MT
78,79,03PJ200800000432,Punjab,2008-09,Kapurthala,K.F. Cold Storage,Madho Janda,0.0,23.69,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04869.00MT
79,80,03PJ200800000427,Punjab,2008-09,Kapurthala,Kapoor Farm Cold Storage,"Nasirewal, Teh.- Sultanpur Lodhi",0.0,23.72,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04872.00MT
80,81,03PJ200800000440,Punjab,2008-09,Jalandhar,New Hari Cold Storage,Hazara,0.0,21.5,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02150.00MT
81,82,03PJ200800000442,Punjab,2008-09,Bathinda,P B Cold Storage,"Barnala Road, Rampuraphul",0.0,3.47,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01690.00MT
82,83,03PJ200800000443,Punjab,2008-09,Jalandhar,Punjab CS & Ice Factory,Phoriwal,0.0,17.58,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03527.00MT
83,84,03PJ200800000448,Punjab,2008-09,Kapurthala,Ranjit Cold Storage,"Jawalpur, PO - Khanowal",0.0,15.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02928.00MT
84,85,03PJ200800000451,Punjab,2008-09,Jalandhar,S S Cold Store & Agro Products,"Hussan Munda Road, PO-Kartarpur",0.0,25.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05907.00MT
85,86,03PJ200800000388,Punjab,2008-09,Jalandhar,Beas Cold Storage,QuaidIanwali,0.0,19.44,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03806.00MT
86,87,03PJ200800000409,Punjab,2008-09,Jalandhar,Gobind Cold Storage,Usmanpur,0.0,8.98,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01041.00MT
87,88,03PJ200800000430,Punjab,2008-09,Kapurthala,Kishan Cold Storage,Razapur,0.0,6.08,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01215.00MT
88,89,03PJ201000000469,Punjab,2009-10,Jalandhar,Guru Gobind Singh Cold Storage,"Vill. - Tajpur, Nakodar Road",0.0,16.96,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01696.00MT
89,90,03PJ201000000476,Punjab,2010-11,Jalandhar,A S Kang Cold Storage,"Jalla, Rahimpur, Jalandhar",0.0,9.01,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02083.00MT
90,91,03PJ201000000477,Punjab,2010-11,Kapurthala,Farmer Cold Storage,"Bullpur, Sultanpur Lodhi, Kapurthala",0.0,25.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04311.00MT
91,92,03PJ201000000478,Punjab,2010-11,Kapurthala,Goldy Khalsa Cold Storage,"Aariyanwal, Kapurthala",0.0,18.11,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04311.00MT
92,93,03PJ201000000473,Punjab,2010-11,Jalandhar,Jagtar Agri Farm Cold Storage,"Nihaluwal, Shahkot",0.0,19.28,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01928.15MT
93,94,03PJ201000000474,Punjab,2010-11,Jalandhar,M/s S S Thandi Cold Storage,"VPO: Dhanal, Jalandhar",0.0,35.18,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03800.00MT
94,95,03PJ201000000475,Punjab,2010-11,Kapurthala,Ranjit Cold Storage,"Jawalapur, Khanowal, Kapurthala",0.0,16.25,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01720.00MT
95,96,03PJ201100000495,Punjab,2011-12,Kapurthala,Chadda Cold Storage,"Vill. Sukhani, PO Kala Sanghian",0.0,34.56,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03455.60MT
96,97,03PJ201100000501,Punjab,2011-12,Jalandhar,Chahal & Rai Cold Storage,"Vill. Addi, P.O. Uggi, Teh Nakodar, Dist Jalandhar",0.0,45.35,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04535.00MT
97,98,03PJ201100000504,Punjab,2011-12,Moga,D J Cold Store,"Vill. Kadial (Dharamkot), District Moga",0.0,16.98,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01698.28MT
98,99,03PJ201100000502,Punjab,2011-12,Jalandhar,D N Cold Storage,"Vill Wadial. PO Sandhu Chatha, Jalandhar",0.0,45.24,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04523.00MT
99,100,03PJ201100000499,Punjab,2011-12,Kapurthala,J R Cold Storage,VPO Nathu Chahal,0.0,41.29,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04128.60MT
100,101,03PJ201100000498,Punjab,2011-12,Kapurthala,Jagir Cold Storage,Vill. Wadala Khurd,0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05124.09MT
101,102,03PJ201100000496,Punjab,2011-12,Ludhiana,Kakkar Cold Storage,"Vill. Bondli, Chandigarh Road, Tehsil Samrala",0.0,21.66,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02165.98MT
102,103,03PJ201100000494,Punjab,2011-12,Jalandhar,Master Cold Storage,"Vill. Sadha Chak, Tehsil Bhogpur",0.0,10.95,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01095.40MT
103,104,03PJ201100000500,Punjab,2011-12,Nawanshahr,Mohindra Cold Storage,Banga Road,0.0,9.71,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE0971.11MT
104,105,03PJ201100000497,Punjab,2011-12,Kapurthala,Navpal Kheira Cold Storage,Vill. Ramgarh,0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05247.00MT
105,106,03PJ201100000503,Punjab,2011-12,Tarn Taran,Sandhu Cold Storage,"Vill. Khwaspur, Tehsil Khadur Sahib, Tarn Taran",0.0,29.28,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02927.00MT
106,107,03PJ201200000490,Punjab,2011-12,Jalandhar,Thind Cold Store,"VPO Chak Challa, Tehsil Shahkot",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE07535.00MT
107,108,03APB0CS000001,Punjab,2011-12,Mohali,GODWIN AGRO PRODUCTS LIMITED,VILLAGE: JAULA KHURD TEHSIL: DERABASSI DISTRICT: SAS NAGAR (MOHALI) PUNJAB,2411.15,621.37,NHB,Completed,COLD / CA STORAGECA STORAGE203000.00MT
108,109,03PJ201200000493,Punjab,2011-12,Kapurthala,Gupta Walia Cold Storage Pvt Ltd,"Vill. Mansoorwal Dona, Near Aujla Road",0.0,13.89,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01388.85MT
109,110,03PJ201200000492,Punjab,2011-12,Kapurthala,Momi Cold Storage,"Vill. Dalla, Tehsil Sultanpur Lodhi",0.0,46.49,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04648.79MT
110,111,03PJ201200000491,Punjab,2011-12,Kapurthala,Zimidara Cold Storage,"Vill. Khusropur, PO Sidwan Dona",0.0,36.37,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03636.00MT
