,0,1,2,3,4,5,6,7,8,9,10,11
39,40,27MH20020000147,Maharastra,2002-03,Pune,Penguin Cold Storage Pvt. Ltd.,Pune,0.0,12.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE01200.00MT
40,41,27MH20020000153,Maharastra,2002-03,Kolhapur,Shri Gajanan Cold Storage Pvt. Ltd. Sangali,Kolhapur (MH ),0.0,15.22,NHB,Completed,COLD / CA STORAGECOLD STORAGE01522.00MT
41,42,27MH20020000146,Maharastra,2002-03,Nagpur,Suruchi Cold Storage Pvt. Ltd.,Nagpur,0.0,39.8,NHB,Completed,COLD / CA STORAGECOLD STORAGE03980.00MT
42,43,27MH20020000144,Maharastra,2002-03,Mumbai,Tedco Exports Pvt. Ltd.,Mumbai (MH ),0.0,7.05,NHB,Completed,COLD / CA STORAGECOLD STORAGE0705.00MT
43,44,27MH20020000155,Maharastra,2002-03,Sangli,Varad Cold Storage Pvt. Ltd.,Sangli,0.0,26.34,NHB,Completed,COLD / CA STORAGECOLD STORAGE02634.00MT
44,45,27MH200300000128,Maharastra,2003-04,Solapur,Baliraja Cold Storage,"C/o Tirupati Traders, Station Road, Kasegaon,Pandarpur",0.0,17.67,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01767.29MT
45,46,27MH20030000159,Maharastra,2003-04,Sangli,Gomtech Cold Storage,Sangli,0.0,16.35,NHB,Completed,COLD / CA STORAGECOLD STORAGE01635.00MT
46,47,27MH200300000125,Maharastra,2003-04,Buldana,M/s Best Cold Storage,"Khasra No. 31, S. No. 19, Amboda, Tal. Shegaon",0.0,31.25,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04745.00MT
47,48,27MH200300000124,Maharastra,2003-04,Thane,M/s Deo Cold Storage,"Plot No. 309, 31, Sector D, TTC Industrial Estate, Turbhe, Vashi, New Mumbai",0.0,8.87,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE0890.00MT
48,49,27MH200300000123,Maharastra,2003-04,Nandurbar,M/s Dhana Lakshmi Cold Storage,"7/3 Hole Turfe Haveli, Tal.Nandurbar",0.0,38.39,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03839.00MT
49,50,27MH200300000127,Maharastra,2003-04,Ahmadnagar,M/s Gugale Cold Storage,"Gat No 580 B,Shendi Tal.Ahmednagar",0.0,11.85,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01185.12MT
50,51,27MH200300000115,Maharastra,2003-04,Pune,M/s Jai Jinendra Cold Storage,"S. no. 1194/95, Pune Saswad Road,Vadki Haveli",0.0,19.01,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01901.36MT
51,52,27MH200300000126,Maharastra,2003-04,Nandurbar,M/s K S Cold Storage,"S. No. 58-2/1, Hol -T- Haveli, Tal. Nandurbar,",0.0,11.55,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01155.00MT
52,53,27MH200300000129,Maharastra,2003-04,Ahmadnagar,M/s Meghanand Cold Storage Pvt. Ltd,"D 6/8 Block D,MIDC Nagapur",0.0,4.35,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01185.12MT
53,54,27MH200300000116,Maharastra,2003-04,Thane,M/s Sanfoods Cold Storage,"Plot No. A - 79, TTC Industrial area, MIDC Khairne,Belapur Road, New Mumbai",0.0,40.75,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04075.00MT
54,55,27MH200300000130,Maharastra,2003-04,Nagpur,M/s Vidarbha Cold Storage,"APMC,Kalamna Market",0.0,34.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03400.00MT
55,56,27MH200300000137,Maharastra,2003-04,Thane,M/s Western Superfresh,"24/25, & 26, Mahadev Industrial Estate, Goteghar, Shil Phata, Navi Mumbai",0.0,26.93,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02800.00MT
56,57,27MH20030000158,Maharastra,2003-04,Mumbai,Viphuthi Agro & Cold Storage,Mumbai,0.0,25.17,NHB,Completed,COLD / CA STORAGECOLD STORAGE02517.00MT
